,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,ParentMid,Share,Comment,Good
0,人类逃跑计划,None,None,None,None,None,None,None,None,comment,回复@小麦浅浅:冬天过去了，SPF50的防晒霜也涂完了，现在开始涂SPF30的8元换购款防晒了,4344724821656491,None,None,None
1,小麦浅浅,None,None,None,None,None,None,None,None,comment,精致的女人，我用啥都感觉差不多。现在太阳不大，每天还是涂ZA出门。,4344724821656491,None,None,None
2,李秀秀哒599,None,None,None,None,None,None,None,None,comment,,4344695913649014,None,None,None
3,李秀秀哒599,None,None,None,None,None,None,None,None,comment,学生代理创业不容易，麻烦各位亲帮我转发一下，谢谢大家支持,4344695913649014,None,None,None
4,李秀秀哒599,None,None,None,None,None,None,None,None,comment,微信和电话同步，喜欢的加我微信，把收货地址发给我哦18380238609,4344695913649014,None,None,None
5,李秀秀哒599,None,None,None,None,None,None,None,None,comment,有喜欢的联系我18380238609,4344695913649014,None,None,None
6,jul-caicai,None,None,None,None,None,None,None,None,comment,回复@Moon_Keeennyy:珂润的全部产品,4344639429997448,None,None,None
7,Moon_Keeennyy,None,None,None,None,None,None,None,None,comment,回复@没错就是我科科:是面霜买三免一吗,4344639429997448,None,None,None
8,jul-caicai,None,None,None,None,None,None,None,None,comment,,4344639429997448,None,None,None
9,Moon_Keeennyy,None,None,None,None,None,None,None,None,comment,回复@没错就是我科科:怎么个拼法,4344639429997448,None,None,None
10,jul-caicai,None,None,None,None,None,None,None,None,comment,回复@Jienie-锦林林儿:朋友买吗！屈臣氏三免一拼单吗,4344639429997448,None,None,None
11,Jienie-锦林林儿,None,None,None,None,None,None,None,None,comment,回复@捉得紧了:确认过眼神是家里有矿的人,4344639429997448,None,None,None
12,捉得紧了,None,None,None,None,None,None,None,None,comment,回复@江湖郎中阿婆困:面霜和洁面挺好用的,4344639429997448,None,None,None
13,捉得紧了,None,None,None,None,None,None,None,None,comment,,4344639429997448,None,None,None
14,张张全球go,None,None,None,None,None,None,None,None,comment,超好用的,4344639429997448,None,None,None
15,Jienie-锦林林儿,None,None,None,None,None,None,None,None,comment,是找代购是吗？有没有推荐的,4344639429997448,None,None,None
16,YMM客源_o465,None,None,None,None,None,None,None,None,comment,哇塞，真不错,4344614247027873,None,None,None
17,YMM客源_m110,None,None,None,None,None,None,None,None,comment,喜欢哦，喜欢,4344601386615208,None,None,None
18,就是淘桃ZhANg,None,None,None,None,None,None,None,None,comment,,4344449209040393,None,None,None
19,Juno今天减肥了吗,None,None,None,None,None,None,None,None,comment,回复@就是淘桃ZhANg:珂润不是功能性强的产品，就是很润很保湿,4344449209040393,None,None,None
20,就是淘桃ZhANg,None,None,None,None,None,None,None,None,comment,种草珂润,4344449209040393,None,None,None
21,为伊消得人憔悴__,None,None,None,None,None,None,None,None,comment,我之前就是遇冷遇热就发红发痒，可能是留下阴影了吧，现在也不敢遇冷遇热,4344354670188106,None,None,None
22,CR大闲人,None,None,None,None,None,None,None,None,comment,,4344354670188106,None,None,None
23,也就这样叻素彩,None,None,None,None,None,None,None,None,comment,敏感肌我觉的很好弄啊，我现在都完全好了呀,4344354670188106,None,None,None
24,掉河里去吃鱼,None,None,None,None,None,None,None,None,comment,回复@真实中的谎言:这无法证明出现这种现象是隐私泄露还是单纯巧合，最好的方法是重复实验,4344354670188106,None,None,None
