,Account,Location,Gender,Rank,Follow,Follower,Weibo,FeedTime,GetTime,Type,Sentence,ParentMid,Share,Comment,Good
0,成为佩琪,None,None,None,None,None,None,None,None,comment,新年快乐,4334614225189793,None,None,None
1,不像个名字i,None,None,None,None,None,None,None,None,comment,机会来了哇,4334614225189793,None,None,None
2,不像个名字i,None,None,None,None,None,None,None,None,comment,机会来了,4334614225189793,None,None,None
3,芒果味儿的养乐多,None,None,None,None,None,None,None,None,comment,None or emoji,4334614225189793,None,None,None
4,-和大大,None,None,None,None,None,None,None,None,comment,购物车里的都在这呢,4334614225189793,None,None,None
5,燕小呆起名废,None,None,None,None,None,None,None,None,comment,想变美,4334614225189793,None,None,None
6,Q兔子Q囤,None,None,None,None,None,None,None,None,comment,转转转,4334614225189793,None,None,None
7,Shine_群,None,None,None,None,None,None,None,None,comment,来一波,4334614225189793,None,None,None
8,微博抽奖平台,None,None,None,None,None,None,None,None,comment,,4334614225189793,None,None,None
9,一颗逢考必过的蛋,None,None,None,None,None,None,None,None,comment,来了,4334614225189793,None,None,None
10,种草战斗机,None,None,None,None,None,None,None,None,comment,老干皮的『12款爱用面霜』,4334499694941122,None,None,None
11,吃护肤品的猪猪,None,None,None,None,None,None,None,None,comment,回复@mata傅:有用的，具体心得可以看这篇的p3O网页链接,4334499694941122,None,None,None
12,mata傅,None,None,None,None,None,None,None,None,comment,请问欧莱雅睫毛增长液有效果吗,4334499694941122,None,None,None
13,小九爱种草,None,None,None,None,None,None,None,None,comment,干皮爱用面霜,4334499694941122,None,None,None
14,吃护肤品的猪猪,None,None,None,None,None,None,None,None,comment,回复@岁月她轻声走过:谢谢姐妹,4334499694941122,None,None,None
15,吃护肤品的猪猪,None,None,None,None,None,None,None,None,comment,回复@virtuous懿懿懿:fab也是我很久前过敏时候的爱，粉胶我还没用过但是很爱金胶哈哈哈,4334499694941122,None,None,None
16,小九爱种草,None,None,None,None,None,None,None,None,comment,面霜,4334499694941122,None,None,None
17,Fairylandair,None,None,None,None,None,None,None,None,comment,面霜中小样有什么靠谱的店铺推荐嘛,4334499694941122,None,None,None
18,岁月她轻声走过,None,None,None,None,None,None,None,None,comment,,4334499694941122,None,None,None
19,virtuous懿懿懿,None,None,None,None,None,None,None,None,comment,像我这种干敏皮就离不开珂润面霜和雅顿的粉胶，最近发现fab面霜也还不错,4334499694941122,None,None,None
20,上山遛猪,None,None,None,None,None,None,None,None,comment,求眼霜,4334242211049441,None,None,None
21,孙孙3022,None,None,None,None,None,None,None,None,comment,,4333955341547109,None,None,None
22,茹果不是如果是茹果,None,None,None,None,None,None,None,None,comment,我在用啫喱,4333955341547109,None,None,None
23,twiggy_mak,None,None,None,None,None,None,None,None,comment,不错！！,4333759278922987,None,None,None
24,买July买,None,None,None,None,None,None,None,None,comment,,4333553170918898,None,None,None
25,一只努力工作等待翻身的咸鱼,None,None,None,None,None,None,None,None,comment,被盗号了吗,4333553170918898,None,None,None
26,是君君呀_,None,None,None,None,None,None,None,None,comment,珂润面霜真的是好用～,4333496765729598,None,None,None
27,秦浇水的水,None,None,None,None,None,None,None,None,comment,回复@西柚子Crazy:等你,4333474922348475,None,None,None
28,西柚子Crazy,None,None,None,None,None,None,None,None,comment,,4333474922348475,None,None,None
29,秦浇水的水,None,None,None,None,None,None,None,None,comment,柚子有没有打算出一批闲鱼,4333474922348475,None,None,None
30,西柚子Crazy,None,None,None,None,None,None,None,None,comment,,4333474922348475,None,None,None
31,圣诞最大,None,None,None,None,None,None,None,None,comment,小香山茶花乳霜怎么样柚子？？,4333474922348475,None,None,None
32,西柚子Crazy,None,None,None,None,None,None,None,None,comment,,4333474922348475,None,None,None
33,逢年过节就下雪呀,None,None,None,None,None,None,None,None,comment,最近都不怎么用国产了嘛,4333474922348475,None,None,None
34,Cute-chick,None,None,None,None,None,None,None,None,comment,,4333474922348475,None,None,None
35,西柚子Crazy,None,None,None,None,None,None,None,None,comment,回复@_Wowshakalaka:haha干皮早上都能用！保湿效果很长,4333474922348475,None,None,None
36,_Wowshakalaka,None,None,None,None,None,None,None,None,comment,,4333474922348475,None,None,None
37,一团毛茸茸w,None,None,None,None,None,None,None,None,comment,回复@派派啊啵:,4333473000504683,None,None,None
38,派派啊啵,None,None,None,None,None,None,None,None,comment,除了科颜氏的高保湿面霜，我现在只信珂润,4333473000504683,None,None,None
39,一团毛茸茸w,None,None,None,None,None,None,None,None,comment,回复@橘星Lee:啊咧，我一个干皮现在懒到就涂这个霜,4333473000504683,None,None,None
40,橘星Lee,None,None,None,None,None,None,None,None,comment,,4333473000504683,None,None,None
41,我要变成天妇罗,None,None,None,None,None,None,None,None,comment,回复@冰茶贰点零:是滴！我也觉得使用感没毛病呀，只要脸上还是湿润的状态上，就算用三泵，两分钟内照样吸收的干干爽爽,4333469913865410,None,None,None
42,冰茶贰点零,None,None,None,None,None,None,None,None,comment,回复@银河总攻元元殿下:01～,4333469913865410,None,None,None
43,冰茶贰点零,None,None,None,None,None,None,None,None,comment,回复@我要变成天妇罗:好用还不贵！使用感我也觉得可以忍受哈哈,4333469913865410,None,None,None
44,冰茶贰点零,None,None,None,None,None,None,None,None,comment,回复@狸澈狸澈:哈哈哈哈哈好期待你的！！！,4333469913865410,None,None,None
45,冰茶贰点零,None,None,None,None,None,None,None,None,comment,,4333469913865410,None,None,None
46,企鹅是卡卡啦,None,None,None,None,None,None,None,None,comment,好巧！我最近也在用neostrata非常喜欢,4333469913865410,None,None,None
47,狸澈狸澈,None,None,None,None,None,None,None,None,comment,,4333469913865410,None,None,None
48,银河总攻元元殿下,None,None,None,None,None,None,None,None,comment,,4333469913865410,None,None,None
49,我要变成天妇罗,None,None,None,None,None,None,None,None,comment,neostrata真的好用炸了！我也不打算换了！,4333469913865410,None,None,None
50,冰茶贰点零,None,None,None,None,None,None,None,None,comment,,4333469913865410,None,None,None
51,龙凤宝儿心意,None,None,None,None,None,None,None,None,comment,立马照着入，再多推荐点,4333188471452823,None,None,None
52,小子子闯天6181804393,None,None,None,None,None,None,None,None,comment,亲爱的,4333188471452823,None,None,None
53,红烧小白兔ve6,None,None,None,None,None,None,None,None,comment,,4333084084563109,None,None,None
54,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@今天除了皮又啥也没:我以前也是这么想的哈哈，试了才发现，它是质地稠点更保湿而已,4332821957126813,None,None,None
55,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@跟住志明低能:好滴，有机会试试看,4332821957126813,None,None,None
56,今天除了皮又啥也没,None,None,None,None,None,None,None,None,comment,,4332821957126813,None,None,None
57,跟住志明低能,None,None,None,None,None,None,None,None,comment,,4332821957126813,None,None,None
58,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@不当大哥好多年哇:我是14年末开始用这个搭配，终于有了一个不泛红发热的冬天,4332821957126813,None,None,None
59,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@Nonokm-:哈哈真的是很古老的一个过气草了,4332821957126813,None,None,None
60,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@ATk美洲小猫:温柔卸妆，充分强力的补水保湿(配合油)，做好防晒，多喝水多运动，可以从这几点下手,4332821957126813,None,None,None
61,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@今天除了皮又啥也没:VC水用起来感觉更温和保湿，可以让你妈咪试试,4332821957126813,None,None,None
62,女闲人的猫,None,None,None,None,None,None,None,None,comment,回复@跟住志明低能:哈哈刚吐槽完豆腐面霜，有心理阴影,4332821957126813,None,None,None
63,跟住志明低能,None,None,None,None,None,None,None,None,comment,,4332821957126813,None,None,None
64,源一生一世爱你,None,None,None,None,None,None,None,None,comment,回复@您的迷:可能是因为皮肤不一样吧，我觉得还是要找到适合自己的,4332804466535959,None,None,None
65,您的迷,None,None,None,None,None,None,None,None,comment,,4332804466535959,None,None,None
66,橙子小煦,None,None,None,None,None,None,None,None,comment,回复@反正我敲可爱GQY:大部分都是在天猫官方旗舰店买的，不做活动的时候就找代购买~,4332788205263841,None,None,None
67,反正我敲可爱GQY,None,None,None,None,None,None,None,None,comment,不好意思问一下你是在哪买的，我在天猫国际买的，总觉得是假货,4332788205263841,None,None,None
68,多读书多看报-,None,None,None,None,None,None,None,None,comment,,4332772497350315,None,None,None
69,章超同学,None,None,None,None,None,None,None,None,comment,回复@七月与你mua:我都是代购的，平时用完了就京东屈臣氏过渡一下,4332772497350315,None,None,None
70,多读书多看报-,None,None,None,None,None,None,None,None,comment,回复@七月与你mua:啊不好意思,4332772497350315,None,None,None
71,章超同学,None,None,None,None,None,None,None,None,comment,回复@七月与你mua:姐妹？？？？？？,4332772497350315,None,None,None
72,多读书多看报-,None,None,None,None,None,None,None,None,comment,求个靠谱店铺鸭姐妹,4332772497350315,None,None,None
73,章超同学,None,None,None,None,None,None,None,None,comment,回复@Z心情杂货铺的老板娘:只是一部分🙈,4332772497350315,None,None,None
